"7.88,70.06,-21.25"
"7.88,70.00,-21.13"
"7.88,69.88,-21.00"
"7.94,69.88,-21.13"
"8.06,69.88,-21.19"
"8.13,69.88,-21.31"
"8.19,69.75,-21.13"
"8.31,69.69,-21.31"
"8.38,69.56,-21.25"
"8.38,69.44,-21.00"
"8.38,69.44,-21.06"
"8.38,69.38,-21.19"
"8.31,69.31,-21.38"
"8.38,69.19,-21.00"
"8.38,69.19,-21.06"
"8.38,69.25,-21.25"
"8.38,69.19,-21.25"
"8.44,69.13,-21.38"
"8.44,69.13,-21.38"
"8.44,69.13,-21.44"
"8.50,69.13,-21.50"
"8.50,69.13,-21.63"
"8.50,69.06,-21.56"
"8.50,69.06,-21.50"
"8.44,69.06,-21.44"
"8.44,69.00,-21.44"
"8.44,69.00,-21.44"
"8.50,69.06,-21.63"
"8.50,69.00,-21.69"
"8.56,69.06,-21.69"
"8.50,69.06,-21.44"
"8.50,69.13,-21.56"
"8.50,69.06,-21.44"
"8.44,69.06,-21.38"
"8.44,69.13,-21.44"
"8.38,69.13,-21.44"
"8.38,69.06,-21.13"
"8.38,69.06,-20.88"
"8.44,69.06,-20.63"
"8.38,69.06,-20.19"
"8.38,69.13,-20.44"
"8.38,69.13,-20.44"
"8.50,69.25,-20.56"
"8.50,69.19,-20.38"
"8.44,69.13,-20.25"
"8.50,69.19,-20.38"
"8.50,69.00,-19.81"
"8.50,69.00,-19.88"
"8.50,69.06,-19.94"
"8.56,68.88,-19.75"
"8.63,68.69,-19.56"
"8.69,68.63,-19.63"
"8.75,68.56,-19.75"
"8.81,68.63,-19.94"
"8.88,68.44,-19.56"
"8.88,68.31,-19.38"
"8.88,68.25,-19.19"
"8.81,68.06,-18.94"
"8.81,67.88,-18.63"
"8.81,67.81,-18.56"
"8.75,67.63,-18.31"
"8.75,67.50,-18.13"
"8.81,67.38,-18.13"
"8.81,67.25,-18.06"
"8.81,67.19,-18.00"
"8.81,67.06,-17.81"
"8.75,66.94,-17.88"
"8.75,66.88,-17.50"
"8.88,67.00,-16.69"
"9.00,67.19,-16.31"
"9.00,67.06,-16.31"
"8.94,66.88,-16.19"
"8.88,66.69,-16.19"
"8.75,66.50,-16.19"
"8.75,66.44,-16.25"
"8.75,66.38,-16.38"
"8.69,66.25,-16.00"
"8.69,66.19,-15.44"
"8.69,66.25,-15.38"
"8.69,66.31,-15.38"
"8.69,66.25,-15.13"
"8.69,66.19,-15.00"
"8.69,66.13,-15.00"
"8.63,66.13,-15.06"
"8.50,66.06,-14.81"
"8.38,66.00,-14.31"
"8.19,66.00,-14.19"
"8.13,65.94,-13.88"
"8.00,65.88,-13.44"
"7.94,65.88,-12.81"
"8.06,66.00,-12.25"
"8.13,66.06,-12.06"
"8.13,65.94,-11.94"
"8.19,66.00,-11.94"
"8.25,65.94,-11.88"
"8.38,65.88,-12.00"
"8.44,65.81,-11.88"
"8.44,65.69,-11.88"
"8.56,65.69,-12.00"
"8.63,65.63,-12.13"
"8.69,65.63,-12.31"
"8.69,65.50,-12.38"
"8.63,65.44,-12.44"
"8.63,65.38,-12.38"
"8.63,65.31,-12.38"
"8.63,65.25,-12.38"
"8.69,65.31,-12.63"
"8.69,65.25,-12.50"
"8.69,65.25,-12.50"
"8.81,65.19,-12.44"
"8.81,65.25,-12.75"
"8.88,65.25,-12.81"
"8.81,65.19,-12.75"
"8.81,65.06,-12.69"
"8.81,65.00,-12.69"
"8.81,65.00,-12.69"
"8.81,64.94,-12.69"
"8.88,65.00,-12.81"
"8.88,65.00,-12.88"
"8.88,64.88,-12.81"
"8.88,64.88,-13.13"
"8.88,64.88,-13.38"
"8.81,64.88,-13.69"
"8.81,64.94,-14.13"
"8.81,65.00,-14.50"
"8.81,65.00,-14.63"
"8.75,65.13,-15.44"
"8.69,65.19,-15.88"
"8.63,65.06,-15.94"
"8.63,65.13,-16.25"
"8.50,65.31,-17.13"
"8.38,65.69,-18.81"
"8.19,66.06,-20.44"
"7.88,66.38,-22.81"
"7.69,66.94,-26.81"
"7.56,67.38,-29.88"
"7.56,67.38,-30.94"
"7.44,67.31,-31.31"
"7.31,67.56,-34.25"
"7.50,68.00,-36.81"
"7.56,68.00,-37.50"
"7.50,67.69,-36.38"
"7.44,67.56,-36.50"
"7.38,67.94,-37.94"
"7.38,67.88,-38.06"
"7.19,67.63,-37.44"
"7.25,67.63,-37.19"
"7.25,67.56,-37.06"
"7.19,67.50,-37.38"
"7.19,67.63,-37.69"
"7.25,67.69,-38.25"
"7.25,67.63,-38.13"
"7.13,67.44,-37.94"
"7.00,67.56,-38.94"
"7.00,67.75,-40.19"
"7.13,67.69,-40.56"
"7.06,67.44,-39.88"
"6.94,67.38,-40.44"
"7.06,67.50,-40.94"
"7.19,67.31,-40.44"
"7.38,66.94,-39.63"
"7.44,66.63,-38.94"
"7.50,66.44,-38.44"
"7.63,66.19,-37.44"
"7.81,66.06,-36.69"
"8.00,66.00,-36.06"
"8.19,65.81,-35.94"
"8.63,65.69,-35.81"
"9.19,65.31,-35.56"
"9.50,64.94,-35.69"
"9.69,64.88,-36.13"
"9.75,64.81,-36.19"
"9.94,64.63,-36.13"
"10.13,64.44,-36.13"
"10.25,64.38,-36.19"
"10.19,64.31,-36.13"
"10.19,64.38,-36.13"
"10.19,64.44,-36.00"
"10.19,64.38,-36.06"
"10.19,64.44,-36.13"
"10.13,64.44,-36.06"
"10.06,64.50,-36.19"
"10.06,64.56,-36.38"
"10.00,64.56,-36.31"
"9.94,64.56,-36.31"
"9.88,64.44,-35.31"
"9.63,64.19,-34.06"
"9.25,64.19,-33.38"
"8.88,64.38,-32.69"
"8.63,64.44,-32.31"
"8.44,64.44,-32.31"
"8.25,64.31,-32.44"
"8.19,64.31,-32.25"
"8.13,64.25,-32.13"
"8.00,64.31,-31.50"
"7.81,64.44,-30.81"
"7.75,64.50,-30.13"
"7.63,64.50,-29.00"
"7.38,64.50,-27.38"
"7.25,64.81,-27.19"
"7.19,64.88,-27.06"
"7.19,65.06,-26.81"
"7.19,65.25,-26.38"
"7.44,65.19,-26.56"
"7.75,65.19,-27.13"
"7.69,65.00,-26.88"
"7.44,65.00,-26.00"
"7.06,65.19,-24.69"
"6.56,65.13,-23.31"
"6.31,65.19,-22.63"
"5.75,65.25,-20.81"
"5.25,65.38,-19.00"
"4.94,65.44,-18.25"
"4.75,65.38,-17.38"
"4.63,65.31,-16.75"
"4.44,65.13,-14.81"
"4.31,65.19,-14.31"
"4.25,65.31,-14.06"
"4.19,65.25,-13.81"
"4.13,65.19,-13.69"
"4.13,65.13,-13.25"
"4.19,65.19,-13.56"
"4.25,65.31,-13.69"
"4.25,65.31,-13.69"
"4.25,65.31,-13.63"
"4.25,65.38,-13.63"
"4.31,65.31,-13.38"
"4.38,65.25,-13.38"
"4.38,65.31,-13.38"
"4.44,65.25,-13.25"
"4.38,65.19,-13.13"
"4.44,65.19,-12.88"
"4.44,65.13,-12.75"
"4.50,65.06,-12.56"
"4.50,65.06,-12.44"
"4.44,64.88,-12.00"
"4.38,64.88,-12.00"
"4.38,64.94,-12.00"
"4.38,64.81,-11.94"
"4.38,64.75,-11.94"
"4.38,64.81,-11.94"
"4.38,64.81,-12.06"
"4.44,64.81,-12.00"
"4.50,64.81,-11.88"
"4.50,64.88,-11.69"
"4.44,64.81,-11.13"
"4.38,64.50,-10.44"
"4.44,64.31,-9.94"
"4.19,64.13,-9.88"
"3.75,63.94,-9.56"
"3.50,64.06,-9.69"
"3.19,64.25,-9.44"
"2.69,64.31,-9.06"
"2.81,64.56,-8.88"
"2.94,64.69,-8.94"
"3.13,64.81,-9.38"
"3.38,65.25,-9.75"
"3.69,66.19,-10.13"
"3.88,66.56,-10.13"
"3.94,66.56,-10.25"
"3.94,66.56,-10.44"
"3.88,66.63,-10.56"
"4.06,66.94,-10.50"
"4.19,67.13,-10.56"
"4.38,67.31,-11.00"
"4.56,67.50,-11.13"
"4.75,67.69,-11.50"
"5.00,68.06,-11.88"
"5.25,68.25,-11.94"
"5.31,68.25,-11.81"
"5.38,68.19,-11.88"
"5.56,68.13,-12.06"
"5.75,68.13,-12.25"
"5.88,68.00,-12.00"
"5.94,68.00,-12.06"
"6.00,67.94,-12.00"
"6.06,67.88,-12.06"
"6.13,67.75,-12.06"
"6.13,67.56,-11.88"
"6.13,67.44,-11.94"
"6.13,67.44,-11.94"
"6.06,67.31,-12.25"
"6.00,67.13,-12.13"
"5.88,66.81,-11.94"
"5.88,66.63,-11.88"
"5.81,66.56,-11.81"
"5.75,66.44,-11.75"
"5.69,66.38,-11.69"
"5.56,66.31,-11.81"
"5.44,66.38,-11.88"
"5.25,66.31,-11.56"
"5.00,65.88,-11.44"
"4.81,65.69,-11.63"
"4.69,65.63,-11.63"
"4.50,65.50,-11.38"
"4.31,65.38,-11.31"
"4.25,65.38,-11.50"
"4.25,65.25,-11.50"
"4.19,65.00,-11.38"
"4.19,64.75,-11.31"
"4.25,64.63,-11.31"
"4.38,64.69,-11.31"
"4.44,64.56,-11.25"
"4.44,64.44,-11.25"
"4.50,64.25,-11.06"
